idMaquina,nro_egm,fabricante,modelo,p_pago,denom,juego,nro_serie,programa,credito,estado,img,ap_minima,ap_maxima,cant_lineas,tipo_juego
903,2403025,"SCIENTIFIC GAMES",TWINSTAR,92.8,0.01,"LOCK IT LINK DIAMONDS",B170503861,A02B-000-1010,0.10|0.20|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
904,2403026,"SCIENTIFIC GAMES",TWINSTAR,92.8,0.01,"LOCK IT LINK DIAMONDS",B170503862,A02B-000-1010,0.10|0.20|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
905,2403027,"SCIENTIFIC GAMES",TWINSTAR,92.8,0.01,"LOCK IT LINK DIAMONDS",B170503863,A02B-000-1010,0.10|0.20|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
906,2403028,"SCIENTIFIC GAMES",TWINSTAR,92.8,0.01,"LOCK IT LINK DIAMONDS",B170503864,A02B-000-1010,0.10|0.20|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
907,2403029,"SCIENTIFIC GAMES",TWINSTAR,92.8,0.01,"LOCK IT LINK DIAMONDS",B170503865,A02B-000-1010,0.10|0.20|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
908,2403030,"SCIENTIFIC GAMES",TWINSTAR,92.8,0.01,"LOCK IT LINK DIAMONDS",B170503866,A02B-000-1010,0.10|0.20|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
909,2403031,"SCIENTIFIC GAMES",TWINSTAR,92.8,0.01,"LOCK IT LINK NIGHT LIFE",B170503902,A02A-000-1010,0.10|0.20|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
910,2403032,"SCIENTIFIC GAMES",TWINSTAR,92.8,0.01,"LOCK IT LINK NIGHT LIFE",B170503903,A02A-000-1010,0.10|0.20|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
911,2403033,"SCIENTIFIC GAMES",TWINSTAR,92.8,0.01,"LOCK IT LINK NIGHT LIFE",B170503904,A02A-000-1010,0.10|0.20|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
912,2403034,"SCIENTIFIC GAMES",TWINSTAR,92.8,0.01,"LOCK IT LINK NIGHT LIFE",B170503905,A02A-000-1010,0.10|0.20|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
913,2403035,"SCIENTIFIC GAMES",TWINSTAR,92.8,0.01,"LOCK IT LINK NIGHT LIFE",B170503906,A02A-000-1010,0.10|0.20|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
914,2403036,"SCIENTIFIC GAMES",TWINSTAR,92.8,0.01,"LOCK IT LINK NIGHT LIFE",B170503907,A02A-000-1010,0.10|0.20|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
915,2403037,"SCIENTIFIC GAMES",TWINSTAR,92.8,0.01,"LOCK IT LINK NIGHT LIFE",B170503908,A02A-000-1010,0.10|0.20|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
916,2403038,"SCIENTIFIC GAMES",TWINSTAR,92.8,0.01,"LOCK IT LINK NIGHT LIFE",B170293550,A02A-000-1010,0.10|0.20|0.50|1.00,1,igt.jpg,NULL,NULL,NULL,NULL
917,2403039,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B170607155,"BAL_OS366J Bal 264466C",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
918,2403040,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B170607156,"BAL_OS366J Bal 264466C",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
919,2403041,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B170607157," BAL_OS366J Bal 264466C",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
920,2403042,BALLY,"ALPHA 2 PRO V27/27",90.4,0.01,"88 FORTUNES",B170607158,"BAL_OS366J Bal 264466C",0.10,1,igt.jpg,NULL,NULL,NULL,NULL
921,2403043,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",B101011162,AVGRLBS017NV-02,0.50|1.00|2.00,1,igt.jpg,NULL,NULL,NULL,NULL
922,2403044,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",B101011163,AVGRLBS017NV-02,0.50|1.00|2.00,1,igt.jpg,NULL,NULL,NULL,NULL
923,2403045,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",B101011165,AVGRLBS017NV-02,0.50|1.00|2.00,1,igt.jpg,NULL,NULL,NULL,NULL
924,2403046,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",B101011167,AVGRLBS017NV-02,0.50|1.00|2.00,1,igt.jpg,NULL,NULL,NULL,NULL
925,2403047,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",B101011168,AVGRLBS017NV-02,0.50|1.00|2.00,1,igt.jpg,NULL,NULL,NULL,NULL
926,2403048,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",B101011169,AVGRLBS017NV-02,0.50|1.00|2.00,1,igt.jpg,NULL,NULL,NULL,NULL
927,2403049,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",B101011172,AVGRLBS017NV-02,0.50|1.00|2.00,1,igt.jpg,NULL,NULL,NULL,NULL
928,2403050,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",B101011175,AVGRLBS017NV-02,0.50|1.00|2.00,1,igt.jpg,NULL,NULL,NULL,NULL
929,2403051,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",B101011177,AVGRLBS017NV-02,0.50|1.00|2.00,1,igt.jpg,NULL,NULL,NULL,NULL
930,2403052,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",B101011201,AVGRLBS017NV-02,0.50|1.00|2.00,1,igt.jpg,NULL,NULL,NULL,NULL
931,2403053,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",B101011331,AVGRLBS017NV-02,0.50|1.00|2.00,1,igt.jpg,NULL,NULL,NULL,NULL
932,2403054,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",B101011355,AVGRLBS017NV-02,0.50|1.00|2.00,1,igt.jpg,NULL,NULL,NULL,NULL
933,2403055,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",B101011368,AVGRLBS017NV-02,0.50|1.00|2.00,1,igt.jpg,NULL,NULL,NULL,NULL
934,2403056,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",B101011374,AVGRLBS017NV-02,0.50|1.00|2.00,1,igt.jpg,NULL,NULL,NULL,NULL
935,2403057,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",B101011375,AVGRLBS017NV-02,0.50|1.00|2.00,1,igt.jpg,NULL,NULL,NULL,NULL
936,2403058,BALLY,"ALPHA ELITE V32",97.3,0.01,"ROULETTE BET STACKING",B101011378,AVGRLBS017NV-02,0.50|1.00|2.00,1,igt.jpg,NULL,NULL,NULL,NULL
937,2403059,INTERBLOCK,"G4 OR FBS8",97.3,0.01,"G4 ORGANIC ROULETTE",9134151296,v4.90.1.0-6.50,10.00|25.00,1,igt.jpg,NULL,NULL,NULL,NULL
938,2403060,INTERBLOCK,"G4 OR FBS8",97.3,0.01,"G4 ORGANIC ROULETTE",9134151297,v4.90.1.0-6.50,10.00|25.00,1,igt.jpg,NULL,NULL,NULL,NULL
939,2403061,INTERBLOCK,"G4 OR FBS8",97.3,0.01,"G4 ORGANIC ROULETTE",9134151298,v4.90.1.0-6.50,10.00|25.00,1,igt.jpg,NULL,NULL,NULL,NULL
940,2403062,INTERBLOCK,"G4 OR FBS8",97.3,0.01,"G4 ORGANIC ROULETTE",9134151299,v4.90.1.0-6.50,10.00|25.00,1,igt.jpg,NULL,NULL,NULL,NULL
941,2403063,INTERBLOCK,"G4 OR FBS8",97.3,0.01,"G4 ORGANIC ROULETTE",9134151300,v4.90.1.0-6.50,10.00|25.00,1,igt.jpg,NULL,NULL,NULL,NULL
942,2403064,INTERBLOCK,"G4 OR FBS8",97.3,0.01,"G4 ORGANIC ROULETTE",9134151301,v4.90.1.0-6.50,10.00|25.00,1,igt.jpg,NULL,NULL,NULL,NULL
943,2403065,INTERBLOCK,"G4 OR FBS8",97.3,0.01,"G4 ORGANIC ROULETTE",9134151302,v4.90.1.0-6.50,10.00|25.00,1,igt.jpg,NULL,NULL,NULL,NULL
944,2403066,INTERBLOCK,"G4 OR FBS8",97.3,0.01,"G4 ORGANIC ROULETTE",9134151303,v4.90.1.0-6.50,10.00|25.00,1,igt.jpg,NULL,NULL,NULL,NULL
945,2403067,BCM,iBET,94.7,0.01,"ROULETTE IBET","IB.7-47-107 / 1",1.0.5,50.00,1,igt.jpg,NULL,NULL,NULL,NULL
946,2403068,BCM,iBET,94.7,0.01,"ROULETTE IBET","IB.7-47-107 / 2",1.0.5,50.00,1,igt.jpg,NULL,NULL,NULL,NULL
947,2403069,BCM,iBET,94.7,0.01,"ROULETTE IBET","IB.7-47-107 / 3",1.0.5,50.00,1,igt.jpg,NULL,NULL,NULL,NULL
948,2403070,BCM,iBET,94.7,0.01,"ROULETTE IBET","IB.7-47-107 / 4",1.0.5,50.00,1,igt.jpg,NULL,NULL,NULL,NULL
949,2403071,BCM,iBET,94.7,0.01,"ROULETTE IBET","IB.7-47-107 / 5",1.0.5,50.00,1,igt.jpg,NULL,NULL,NULL,NULL
950,2403072,BCM,iBET,94.7,0.01,"ROULETTE IBET","IB.7-47-107 / 6",1.0.5,50.00,1,igt.jpg,NULL,NULL,NULL,NULL
951,2403073,BCM,iBET,94.7,0.01,"ROULETTE IBET","IB.7-47-107 / 7",1.0.5,50.00,1,igt.jpg,NULL,NULL,NULL,NULL
952,2403074,BCM,iBET,94.7,0.01,"ROULETTE IBET","IB.7-46-107 / 1",1.0.5,10.00,1,igt.jpg,NULL,NULL,NULL,NULL
953,2403075,BCM,iBET,94.7,0.01,"ROULETTE IBET",IB.7-46-107/2,1.0.5,10.00,1,igt.jpg,NULL,NULL,NULL,NULL
954,2403076,BCM,iBET,94.7,0.01,"ROULETTE IBET",IB.7-46-107/3,1.0.5,10.00,1,igt.jpg,NULL,NULL,NULL,NULL
955,2403077,BCM,iBET,94.7,0.01,"ROULETTE IBET",IB.7-46-107/4,1.0.5,10.00,1,igt.jpg,NULL,NULL,NULL,NULL
956,2403078,BCM,iBET,94.7,0.01,"ROULETTE IBET",IB.7-46-107/5,1.0.5,10.00,1,igt.jpg,NULL,NULL,NULL,NULL
957,2403079,BCM,iBET,94.7,0.01,"ROULETTE IBET",IB.7-46-107/6,1.0.5,10.00,1,igt.jpg,NULL,NULL,NULL,NULL
958,2403080,BCM,iBET,94.7,0.01,"ROULETTE IBET",IB.7-46-107/7,1.0.5,10.00,1,igt.jpg,NULL,NULL,NULL,NULL
959,2403081,BCM,iBET,94.7,0.01,"ROULETTE IBET",IB.7-46-107/8,1.0.5,5.00|10.00,0,igt.jpg,NULL,NULL,NULL,NULL
960,2403082,BCM,iBET,94.7,0.01,"ROULETTE IBET",IB.7-46-107/9,1.0.5,5.00|10.00,1,igt.jpg,NULL,NULL,NULL,NULL
961,2403083,I.G.T,"G23 AVP ",92.9,0.01,"FIRE OPALS",2050487,Game014-001V85-007,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
962,2403084,I.G.T,"G23 AVP ",92.0,0.01,"WILD BEAR PAWS",2050856,Game014-005RK9-H06,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
963,2403085,I.G.T,"G23 AVP ",92.9,0.01,"FIRE OPALS",2050870,Game014-001V85-007,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
964,2403086,I.G.T,"G23 AVP ",92.0,0.01,PAMPLONA,2050473,Game01-001X37-B04,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
965,2403087,I.G.T,"G23 AVP ",91.9,0.01,"DOUBLE DINOSAUR",2050850,Game04-001DA1-E03,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
966,2403088,I.G.T,"G23 AVP ",92.0,0.01,CHARLESTON,2050479,Game014-001CZ2-E08,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
967,2403089,I.G.T,"G23 AVP ",92.0,0.01,"LUCKY HORSE",2050876,Game014-005LZ6-H04,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
968,2403090,I.G.T,"G23 AVP ",92.5,0.01,"LIL  LADY",2050877,Game014-001V79-D11,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
969,2403091,I.G.T,"G23 AVP ",92.0,0.01,"WHITE FALLS",2050485,Game014-001JO7-H03,0.05|0.10,1,igt.jpg,NULL,NULL,NULL,NULL
970,2403092,I.G.T,"G23 AVP ",92.0,0.01,"WILD BEAR PAWS",2050857,Game014-005RK9-H06,0.10|0.25,1,igt.jpg,NULL,NULL,NULL,NULL
